,Location,Period,Indicator,First Tooltip
1988,Turkey,2008,"Dentists (per 10,000)",2.83
1989,Turkey,2007,"Dentists (per 10,000)",2.77
1990,Turkey,2006,"Dentists (per 10,000)",2.67
1991,Turkey,2005,"Dentists (per 10,000)",
1992,Turkey,2004,"Dentists (per 10,000)",2.67
1993,Turkey,2003,"Dentists (per 10,000)",2.69
1994,Turkey,2002,"Dentists (per 10,000)",2.51
1995,Turkey,2001,"Dentists (per 10,000)",2.5
1996,Turkey,2000,"Dentists (per 10,000)",2.52
1997,Turkey,1999,"Dentists (per 10,000)",
1998,Turkey,1998,"Dentists (per 10,000)",2.19
1999,Turkey,1997,"Dentists (per 10,000)",
2000,Turkey,1996,"Dentists (per 10,000)",2.09
2001,Turkey,1995,"Dentists (per 10,000)",
2002,Turkey,1994,"Dentists (per 10,000)",1.99
2003,Turkey,1993,"Dentists (per 10,000)",1.95
2004,Turkey,1992,"Dentists (per 10,000)",1.92
2005,Turkey,1991,"Dentists (per 10,000)",1.94
2006,Turkey,1990,"Dentists (per 10,000)",1.95
2007,Turkmenistan,2014,"Dentists (per 10,000)",1.15
2008,Turkmenistan,2013,"Dentists (per 10,000)",1.14
2009,Turkmenistan,2012,"Dentists (per 10,000)",1.17
2010,Turkmenistan,2011,"Dentists (per 10,000)",1.17
2011,Turkmenistan,2010,"Dentists (per 10,000)",1.15
2012,Turkmenistan,2009,"Dentists (per 10,000)",1.4
2013,Turkmenistan,2008,"Dentists (per 10,000)",1.41
2014,Turkmenistan,2007,"Dentists (per 10,000)",1.44
2015,Turkmenistan,2006,"Dentists (per 10,000)",1.46
2016,Turkmenistan,2005,"Dentists (per 10,000)",
2017,Turkmenistan,2004,"Dentists (per 10,000)",1.64
2018,Turkmenistan,2003,"Dentists (per 10,000)",2.11
2019,Turkmenistan,2002,"Dentists (per 10,000)",
2020,Turkmenistan,2001,"Dentists (per 10,000)",2.3
2021,Turkmenistan,2000,"Dentists (per 10,000)",2.41
2022,Turkmenistan,1999,"Dentists (per 10,000)",1.79
2023,Turkmenistan,1998,"Dentists (per 10,000)",1.79
2024,Uganda,2019,"Dentists (per 10,000)",0.07
2025,Uganda,2015,"Dentists (per 10,000)",0.072
2026,Uganda,2005,"Dentists (per 10,000)",0.035
2027,Uganda,2004,"Dentists (per 10,000)",0.044
2028,Ukraine,2014,"Dentists (per 10,000)",5.98
2029,Ukraine,2013,"Dentists (per 10,000)",6.83
2030,Ukraine,2012,"Dentists (per 10,000)",6.75
2031,Ukraine,2011,"Dentists (per 10,000)",6.63
2032,Ukraine,2010,"Dentists (per 10,000)",6.58
2033,Ukraine,2009,"Dentists (per 10,000)",6.46
2034,Ukraine,2008,"Dentists (per 10,000)",4.6
2035,Ukraine,2007,"Dentists (per 10,000)",4.61
2036,Ukraine,2006,"Dentists (per 10,000)",4.6
2037,Ukraine,2005,"Dentists (per 10,000)",4.63
2038,Ukraine,2004,"Dentists (per 10,000)",4.59
2039,Ukraine,2003,"Dentists (per 10,000)",4.59
2040,Ukraine,2002,"Dentists (per 10,000)",4.57
2041,Ukraine,2001,"Dentists (per 10,000)",4.54
2042,Ukraine,2000,"Dentists (per 10,000)",4.58
2043,United Arab Emirates,2018,"Dentists (per 10,000)",6.51
2044,United Arab Emirates,2017,"Dentists (per 10,000)",
2045,United Arab Emirates,2016,"Dentists (per 10,000)",5.52
2046,United Arab Emirates,2015,"Dentists (per 10,000)",5.31
2047,United Arab Emirates,2014,"Dentists (per 10,000)",4.35
2048,United Arab Emirates,2013,"Dentists (per 10,000)",3.46
2049,United Arab Emirates,2012,"Dentists (per 10,000)",3.44
2050,United Arab Emirates,2011,"Dentists (per 10,000)",3.35
2051,United Arab Emirates,2010,"Dentists (per 10,000)",3.6
2052,United Arab Emirates,2009,"Dentists (per 10,000)",3.63
2053,United Arab Emirates,2008,"Dentists (per 10,000)",3.0
2054,United Arab Emirates,2007,"Dentists (per 10,000)",3.11
2055,United Arab Emirates,2006,"Dentists (per 10,000)",
2056,United Arab Emirates,2005,"Dentists (per 10,000)",3.08
2057,United Arab Emirates,2004,"Dentists (per 10,000)",3.65
2058,United Arab Emirates,2003,"Dentists (per 10,000)",3.43
2059,United Arab Emirates,2002,"Dentists (per 10,000)",3.31
2060,United Arab Emirates,2001,"Dentists (per 10,000)",3.16
2061,United Arab Emirates,2000,"Dentists (per 10,000)",2.56
2062,United Kingdom of Great Britain and Northern Ireland,2018,"Dentists (per 10,000)",5.21
2063,United Kingdom of Great Britain and Northern Ireland,2017,"Dentists (per 10,000)",5.21
2064,United Kingdom of Great Britain and Northern Ireland,2016,"Dentists (per 10,000)",
2065,United Kingdom of Great Britain and Northern Ireland,2015,"Dentists (per 10,000)",5.26
2066,United Kingdom of Great Britain and Northern Ireland,2014,"Dentists (per 10,000)",5.25
2067,United Kingdom of Great Britain and Northern Ireland,2013,"Dentists (per 10,000)",5.18
2068,United Kingdom of Great Britain and Northern Ireland,2012,"Dentists (per 10,000)",5.16
2069,United Kingdom of Great Britain and Northern Ireland,2011,"Dentists (per 10,000)",5.19
2070,United Kingdom of Great Britain and Northern Ireland,2010,"Dentists (per 10,000)",5.09
2071,United Kingdom of Great Britain and Northern Ireland,2009,"Dentists (per 10,000)",
2072,United Kingdom of Great Britain and Northern Ireland,2008,"Dentists (per 10,000)",
2073,United Kingdom of Great Britain and Northern Ireland,2007,"Dentists (per 10,000)",4.79
2074,United Kingdom of Great Britain and Northern Ireland,1997,"Dentists (per 10,000)",
2075,United Republic of Tanzania,2018,"Dentists (per 10,000)",
2076,United Republic of Tanzania,2014,"Dentists (per 10,000)",0.021
2077,United Republic of Tanzania,2012,"Dentists (per 10,000)",0.021
2078,United Republic of Tanzania,2006,"Dentists (per 10,000)",0.011
2079,United Republic of Tanzania,2002,"Dentists (per 10,000)",0.042
2080,United States of America,2010,"Dentists (per 10,000)",5.78
2081,United States of America,2005,"Dentists (per 10,000)",6.08
2082,United States of America,2000,"Dentists (per 10,000)",
2083,Uruguay,2017,"Dentists (per 10,000)",14.88
2084,Uruguay,2016,"Dentists (per 10,000)",12.19
2085,Uruguay,2008,"Dentists (per 10,000)",7.41
2086,Uruguay,2002,"Dentists (per 10,000)",11.83
2087,Uzbekistan,2014,"Dentists (per 10,000)",
2088,Uzbekistan,2013,"Dentists (per 10,000)",1.59
2089,Uzbekistan,2012,"Dentists (per 10,000)",1.6
2090,Uzbekistan,2011,"Dentists (per 10,000)",1.68
2091,Uzbekistan,2010,"Dentists (per 10,000)",1.65
2092,Uzbekistan,2009,"Dentists (per 10,000)",1.59
2093,Uzbekistan,2008,"Dentists (per 10,000)",1.63
2094,Uzbekistan,2007,"Dentists (per 10,000)",1.75
2095,Uzbekistan,2006,"Dentists (per 10,000)",1.79
2096,Uzbekistan,2005,"Dentists (per 10,000)",
2097,Uzbekistan,2004,"Dentists (per 10,000)",2.02
2098,Uzbekistan,2003,"Dentists (per 10,000)",2.09
2099,Uzbekistan,2002,"Dentists (per 10,000)",2.11
2100,Uzbekistan,2001,"Dentists (per 10,000)",2.1
2101,Uzbekistan,2000,"Dentists (per 10,000)",2.06
2102,Uzbekistan,1999,"Dentists (per 10,000)",
2103,Uzbekistan,1998,"Dentists (per 10,000)",
2104,Uzbekistan,1997,"Dentists (per 10,000)",2.48
2105,Vanuatu,2019,"Dentists (per 10,000)",0.3
2106,Vanuatu,2012,"Dentists (per 10,000)",0.68
2107,Vanuatu,2008,"Dentists (per 10,000)",0.13
2108,Venezuela (Bolivarian Republic of),2001,"Dentists (per 10,000)",5.55
2109,Yemen,2014,"Dentists (per 10,000)",0.21
2110,Yemen,2010,"Dentists (per 10,000)",0.25
2111,Yemen,2004,"Dentists (per 10,000)",
2112,Yemen,1997,"Dentists (per 10,000)",0.16
2113,Zambia,2018,"Dentists (per 10,000)",0.012
2114,Zambia,2016,"Dentists (per 10,000)",0.19
2115,Zambia,2012,"Dentists (per 10,000)",0.053
2116,Zambia,2011,"Dentists (per 10,000)",0.052
2117,Zambia,2010,"Dentists (per 10,000)",0.18
2118,Zambia,2009,"Dentists (per 10,000)",
2119,Zambia,2004,"Dentists (per 10,000)",0.23
2120,Zimbabwe,2018,"Dentists (per 10,000)",0.072
2121,Zimbabwe,2017,"Dentists (per 10,000)",0.077
2122,Zimbabwe,2016,"Dentists (per 10,000)",
2123,Zimbabwe,2015,"Dentists (per 10,000)",0.048
2124,Zimbabwe,2014,"Dentists (per 10,000)",0.079
2125,Zimbabwe,2013,"Dentists (per 10,000)",0.18
2126,Zimbabwe,2012,"Dentists (per 10,000)",
2127,Zimbabwe,2011,"Dentists (per 10,000)",0.2
2128,Zimbabwe,2010,"Dentists (per 10,000)",0.035
2129,Zimbabwe,2009,"Dentists (per 10,000)",0.15
2130,Zimbabwe,2008,"Dentists (per 10,000)",
2131,Zimbabwe,2007,"Dentists (per 10,000)",0.16
2132,Zimbabwe,1995,"Dentists (per 10,000)",0.13
2133,Zimbabwe,1990,"Dentists (per 10,000)",0.13
